shipment_id,origin,destination,transport_mode,shipment_date,planned_delivery_days,actual_delivery_days,month,season,weather_risk_score,customs_complexity_score,port_congestion_level,supplier_reliability_score,delay_days,delay_category,trade_value_usd,commodity_type,is_peak_season,high_customs_risk,high_congestion,unreliable_supplier,route_length_category,composite_risk_score
SH0959,Shenzhen,Long Beach,Maritime,2024-03-28,16,16,3,Spring,0.158,0.98,1.48,0.691,0,On-Time,139858.4646686734,Textiles,0,0,0,1,Medium,0.77285
SH0960,Chennai,Bangalore,Rail,2024-08-02,1,1,8,Summer,0.595,2.02,0.29,0.861,0,On-Time,23388.210489024375,Electronics,1,0,0,0,Short,0.8322499999999999
SH0961,Shanghai,Los Angeles,Maritime,2024-10-18,14,14,10,Fall,0.285,2.41,0.68,0.629,0,On-Time,9304.009069318918,Machinery,0,0,0,1,Medium,1.04275
SH0962,Delhi,Mumbai,Rail,2024-07-11,2,2,7,Summer,0.364,3.28,0.61,0.901,0,On-Time,26085.20063768702,Textiles,1,0,0,0,Short,1.23405
SH0963,Paris,Lyon,Rail,2024-08-12,1,1,8,Summer,0.193,3.33,0.25,0.809,0,On-Time,33277.6145910841,Machinery,1,0,0,0,Short,1.14785
SH0964,Hamburg,Charleston,Maritime,2024-08-25,13,21,8,Summer,0.351,8.28,0.27,0.847,8,Major Delay,3254.7540116183695,Food,1,1,0,0,Medium,2.6599499999999994
SH0965,Shenzhen,Long Beach,Maritime,2024-03-24,16,21,3,Spring,0.365,4.26,1.11,0.98,5,Major Delay,36170.601234038426,Electronics,0,1,0,0,Medium,1.6334999999999997
SH0966,Kolkata,Delhi,Rail,2024-08-29,3,9,8,Summer,0.267,6.55,0.8,0.936,6,Major Delay,3613.974279693593,Textiles,1,1,0,0,Short,2.2344
SH0967,Kolkata,Delhi,Rail,2024-01-29,3,12,1,Winter,0.14,5.43,1.13,0.919,9,Major Delay,34813.473998577996,Machinery,1,1,0,0,Short,1.9597499999999997
SH0968,Mumbai,Felixstowe,Maritime,2024-08-30,18,19,8,Summer,0.429,1.54,3.94,0.688,1,Minor Delay,44182.78005793892,Food,1,0,1,1,Long,1.6108
SH0969,Kolkata,Delhi,Rail,2024-03-10,3,3,3,Spring,0.256,1.07,1.15,0.883,0,On-Time,84130.26528132374,Machinery,0,0,0,0,Short,0.68895
SH0970,Shanghai,Los Angeles,Maritime,2024-08-24,14,14,8,Summer,0.28,1.66,1.22,0.718,0,On-Time,19375.760565206307,Food,1,0,0,0,Medium,0.9295
SH0971,Shenzhen,Long Beach,Maritime,2024-04-17,16,17,4,Spring,0.376,4.0,0.18,0.531,1,Minor Delay,23241.712597502185,Textiles,0,0,0,1,Medium,1.43745
SH0972,Chennai,Bangalore,Rail,2024-03-31,1,1,3,Spring,0.342,0.29,0.81,0.782,0,On-Time,62847.32978012143,Machinery,0,0,0,0,Short,0.4124
SH0973,Chennai,Bangalore,Rail,2024-09-23,1,5,9,Fall,0.204,1.44,2.84,0.753,4,Major Delay,65265.7665118108,Food,0,0,1,0,Short,1.2445499999999998
SH0974,Shenzhen,Long Beach,Maritime,2024-05-22,16,16,5,Spring,0.177,1.28,1.81,0.941,0,On-Time,10218.60449040531,Textiles,0,0,0,0,Medium,0.88665
SH0975,Shanghai,Los Angeles,Maritime,2024-08-12,14,18,8,Summer,0.243,5.24,0.07,0.765,4,Major Delay,37725.97831092343,Textiles,1,1,0,0,Medium,1.6968500000000002
SH0976,Paris,Lyon,Rail,2024-10-16,1,9,10,Fall,0.436,6.21,0.6,0.838,8,Major Delay,37596.993687829454,Chemicals,0,1,0,0,Short,2.1407000000000003
SH0977,Mumbai,Felixstowe,Maritime,2024-04-17,18,18,4,Spring,0.273,3.08,1.03,0.962,0,On-Time,156133.94695988254,Machinery,0,0,0,0,Long,1.2456
SH0978,Frankfurt,Berlin,Rail,2024-03-14,1,8,3,Spring,0.065,5.11,0.22,0.765,7,Major Delay,8512.805654102245,Machinery,0,1,0,0,Short,1.65975
SH0979,Chennai,Bangalore,Rail,2024-06-17,1,13,6,Summer,0.348,12.31,0.98,0.718,12,Major Delay,16544.211982575398,Textiles,1,1,0,0,Short,4.0781
SH0980,Frankfurt,Berlin,Rail,2024-06-01,1,1,6,Summer,0.133,3.99,0.24,0.847,0,On-Time,5216.786599700045,Food,1,0,0,0,Short,1.32185
SH0981,Mumbai,Felixstowe,Maritime,2024-08-27,18,18,8,Summer,0.123,2.5,0.85,0.85,0,On-Time,65240.347011778365,Machinery,1,0,0,0,Long,1.0246
SH0982,Chennai,Bangalore,Rail,2024-01-27,1,9,1,Winter,0.396,4.73,5.86,0.813,8,Major Delay,269377.875249909,Chemicals,1,1,1,0,Short,3.00995
SH0983,Paris,Lyon,Rail,2024-06-19,1,1,6,Summer,0.113,0.89,0.44,0.873,0,On-Time,15307.868006600569,Chemicals,1,0,0,0,Short,0.43135
SH0984,Chennai,Bangalore,Rail,2024-05-24,1,6,5,Spring,0.225,7.54,1.62,0.754,5,Major Delay,4216.974272538238,Food,0,1,0,0,Short,2.7735
SH0985,Chennai,Bangalore,Rail,2024-07-19,1,8,7,Summer,0.171,4.65,0.42,0.916,7,Major Delay,105642.00788024654,Chemicals,1,1,0,0,Short,1.5552
SH0986,Rotterdam,New York,Maritime,2024-03-04,12,20,3,Spring,0.171,6.42,0.14,0.731,8,Major Delay,64498.27412686164,Machinery,0,1,0,0,Medium,2.0624499999999997
SH0987,Rotterdam,New York,Maritime,2024-08-01,12,29,8,Summer,0.196,20.44,0.15,0.713,17,Major Delay,44977.934952209725,Textiles,1,1,0,0,Medium,6.28045
SH0988,Kolkata,Delhi,Rail,2024-06-17,3,3,6,Summer,0.281,2.6,1.24,0.612,0,On-Time,43516.86454377492,Chemicals,1,0,0,1,Short,1.2432
SH0989,Shenzhen,Long Beach,Maritime,2024-06-23,16,26,6,Summer,0.207,8.98,0.5,0.752,10,Major Delay,18523.132871324102,Electronics,1,1,0,0,Medium,2.9223999999999997
SH0990,Mumbai,Felixstowe,Maritime,2024-03-27,18,29,3,Spring,0.22,8.39,3.34,0.717,11,Major Delay,2786.2977862500493,Food,0,1,1,0,Long,3.4667499999999998
SH0991,Paris,Lyon,Rail,2024-09-15,1,1,9,Fall,0.13,0.29,0.38,0.87,0,On-Time,1469.772426157337,Machinery,0,0,0,0,Short,0.2405
SH0992,Chennai,Bangalore,Rail,2024-08-04,1,8,8,Summer,0.349,5.58,0.53,0.734,7,Major Delay,81966.72613118678,Textiles,1,1,0,0,Short,1.9428
SH0993,Frankfurt,Berlin,Rail,2024-10-21,1,1,10,Fall,0.183,0.94,1.41,0.833,0,On-Time,19106.03468887645,Textiles,0,0,0,0,Short,0.71285
SH0994,Delhi,Mumbai,Rail,2024-02-20,2,7,2,Winter,0.096,2.58,2.23,0.849,5,Major Delay,30636.370167627032,Machinery,1,0,1,0,Short,1.38845
SH0995,Paris,Lyon,Rail,2024-03-22,1,1,3,Spring,0.14,3.6,1.33,0.876,0,On-Time,82161.91946800031,Chemicals,0,0,0,0,Short,1.4715
SH0996,Rotterdam,New York,Maritime,2024-10-01,12,16,10,Fall,0.459,6.38,0.06,0.793,4,Major Delay,14494.320319458015,Electronics,0,1,0,0,Medium,2.07255
SH0997,Mumbai,Felixstowe,Maritime,2024-01-02,18,30,1,Winter,0.184,8.4,0.72,0.94,12,Major Delay,15891.066534780253,Food,1,1,0,0,Long,2.7518000000000002
SH0998,Rotterdam,New York,Maritime,2024-09-03,12,12,9,Fall,0.684,2.61,0.56,0.963,0,On-Time,7256.921961018373,Machinery,0,0,0,0,Medium,1.06905
SH0999,Kolkata,Delhi,Rail,2024-02-17,3,5,2,Winter,0.131,6.73,0.28,0.747,2,Minor Delay,3989.630630164536,Machinery,1,1,0,0,Short,2.17845
SH1000,Shenzhen,Long Beach,Maritime,2024-05-08,16,16,5,Spring,0.257,3.18,0.99,0.802,0,On-Time,21345.753413586448,Machinery,0,0,0,0,Medium,1.3024
SH1001,Kolkata,Delhi,Rail,2024-10-08,3,13,10,Fall,0.184,7.35,0.94,0.917,10,Major Delay,770.094764469783,Machinery,0,1,0,0,Short,2.4975499999999995
SH1002,Frankfurt,Berlin,Rail,2024-07-21,1,1,7,Summer,0.132,0.36,0.75,0.858,0,On-Time,198405.68769663534,Chemicals,1,0,0,0,Short,0.35739999999999994
SH1003,Mumbai,Felixstowe,Maritime,2024-10-13,18,18,10,Fall,0.255,3.54,0.17,0.804,0,On-Time,23602.96267735658,Chemicals,0,0,0,0,Long,1.2045
SH1004,Shenzhen,Long Beach,Maritime,2024-06-11,16,16,6,Summer,0.334,1.4,0.0,0.771,0,On-Time,54995.024971329316,Food,1,0,0,0,Medium,0.54405
SH1005,Frankfurt,Berlin,Rail,2024-07-02,1,1,7,Summer,0.16,3.92,0.85,0.934,0,On-Time,52417.92742453169,Chemicals,1,0,0,0,Short,1.4369999999999998
SH1006,Kolkata,Delhi,Rail,2024-06-15,3,12,6,Summer,0.149,9.98,0.35,0.918,9,Major Delay,8673.426284200013,Food,1,1,0,0,Short,3.1318
SH1007,Rotterdam,New York,Maritime,2024-08-10,12,12,8,Summer,0.53,1.79,0.0,0.685,0,On-Time,61696.28427088311,Textiles,1,0,0,1,Medium,0.72175
SH1008,Rotterdam,New York,Maritime,2024-02-22,12,19,2,Winter,0.445,6.12,0.26,0.917,7,Major Delay,2065.7045666295526,Textiles,1,1,0,0,Medium,2.01075
SH1009,Delhi,Mumbai,Rail,2024-04-18,2,11,4,Spring,0.109,6.08,1.85,0.645,9,Major Delay,86606.02543234132,Electronics,0,1,0,1,Short,2.39705
SH1010,Delhi,Mumbai,Rail,2024-01-11,2,2,1,Winter,0.197,1.78,1.45,0.777,0,On-Time,3812.2765308978856,Electronics,1,0,0,0,Short,0.9916499999999999
SH1011,Rotterdam,New York,Maritime,2024-08-10,12,12,8,Summer,0.367,2.79,0.32,0.926,0,On-Time,23571.497278203748,Chemicals,1,0,0,0,Medium,1.0089
SH1012,Chennai,Bangalore,Rail,2024-08-03,1,1,8,Summer,0.069,3.76,1.24,0.955,0,On-Time,8259.789307739038,Chemicals,1,0,0,0,Short,1.46305
SH1013,Shenzhen,Long Beach,Maritime,2024-08-31,16,26,8,Summer,0.047,9.4,0.51,0.566,10,Major Delay,8782.187213684307,Food,1,1,0,1,Medium,3.0653999999999995
SH1014,Rotterdam,New York,Maritime,2024-03-23,12,21,3,Spring,0.135,4.19,4.23,0.941,9,Major Delay,31420.188164267973,Electronics,0,1,1,0,Medium,2.3562499999999997
SH1015,Hamburg,Charleston,Maritime,2024-10-18,13,15,10,Fall,0.332,2.32,2.26,0.917,2,Minor Delay,66017.80316698996,Electronics,0,0,1,0,Medium,1.34815
SH1016,Mumbai,Felixstowe,Maritime,2024-05-29,18,18,5,Spring,0.172,2.3,0.72,0.692,0,On-Time,186696.0184516155,Electronics,0,0,0,1,Long,0.9813999999999998
SH1017,Paris,Lyon,Rail,2024-10-01,1,1,10,Fall,0.179,2.6,0.03,0.825,0,On-Time,25247.644490589737,Textiles,0,0,0,0,Short,0.8670500000000001
SH1018,Delhi,Mumbai,Rail,2024-08-20,2,2,8,Summer,0.322,1.87,0.87,0.731,0,On-Time,7048.16345300717,Electronics,1,0,0,0,Short,0.9101500000000001
SH1019,Rotterdam,New York,Maritime,2024-10-04,12,18,10,Fall,0.374,5.94,1.63,0.789,6,Major Delay,5682.562634632587,Textiles,0,1,0,0,Medium,2.31705
SH1020,Rotterdam,New York,Maritime,2024-02-01,12,12,2,Winter,0.271,1.98,0.34,0.826,0,On-Time,1012.6470691853992,Food,1,0,0,0,Medium,0.7767
SH1021,Chennai,Bangalore,Rail,2024-01-10,1,15,1,Winter,0.54,10.26,0.55,0.888,14,Major Delay,4886.923663380775,Chemicals,1,1,0,0,Short,3.3515
SH1022,Shenzhen,Long Beach,Maritime,2024-09-27,16,29,9,Fall,0.211,7.24,0.96,0.757,13,Major Delay,4566.893109024001,Textiles,0,1,0,0,Medium,2.5149500000000002
SH1023,Rotterdam,New York,Maritime,2024-06-01,12,23,6,Summer,0.305,8.6,2.43,0.631,11,Major Delay,2923.0904285887227,Textiles,1,1,1,1,Medium,3.3407499999999994
SH1024,Rotterdam,New York,Maritime,2024-01-22,12,12,1,Winter,0.333,1.85,1.23,0.769,0,On-Time,9646.227555077292,Food,1,0,0,0,Medium,0.98685
SH1025,Kolkata,Delhi,Rail,2024-02-03,3,3,2,Winter,0.127,2.96,0.16,0.658,0,On-Time,7626.231687257474,Textiles,1,0,0,1,Short,1.0389
SH1026,Chennai,Bangalore,Rail,2024-01-11,1,4,1,Winter,0.264,2.46,3.74,0.858,3,Minor Delay,96123.22891299298,Textiles,1,0,1,0,Short,1.7613
SH1027,Frankfurt,Berlin,Rail,2024-07-22,1,2,7,Summer,0.114,0.8,2.11,0.786,1,Minor Delay,60210.81673021626,Machinery,1,0,1,0,Short,0.8438
SH1028,Mumbai,Felixstowe,Maritime,2024-09-19,18,18,9,Fall,0.065,2.42,0.41,0.921,0,On-Time,28735.978668147032,Food,0,0,0,0,Long,0.8612500000000001
SH1029,Mumbai,Felixstowe,Maritime,2024-01-31,18,23,1,Winter,0.41,6.23,0.4,0.849,5,Major Delay,16668.59485637849,Food,1,1,0,0,Long,2.08875
SH1030,Kolkata,Delhi,Rail,2024-02-04,3,4,2,Winter,0.238,2.19,1.47,0.572,1,Minor Delay,23364.28370972309,Chemicals,1,0,0,1,Short,1.1790999999999998
SH1031,Mumbai,Felixstowe,Maritime,2024-08-20,18,18,8,Summer,0.096,3.69,0.7,0.87,0,On-Time,5516.459035292168,Electronics,1,0,0,0,Long,1.3337
SH1032,Shanghai,Los Angeles,Maritime,2024-09-18,14,14,9,Fall,0.121,1.64,1.42,0.917,0,On-Time,47558.73753867324,Machinery,0,0,0,0,Medium,0.89195
SH1033,Rotterdam,New York,Maritime,2024-09-13,12,12,9,Fall,0.489,2.5,0.2,0.95,0,On-Time,48258.84749220222,Electronics,0,0,0,0,Medium,0.9103000000000001
SH1034,Mumbai,Felixstowe,Maritime,2024-03-31,18,18,3,Spring,0.037,3.03,0.14,0.938,0,On-Time,85469.73109816297,Machinery,0,0,0,0,Long,0.9668999999999999
SH1035,Rotterdam,New York,Maritime,2024-05-30,12,15,5,Spring,0.415,4.05,0.35,0.961,3,Minor Delay,54250.67282462325,Chemicals,0,1,0,0,Medium,1.3952499999999997
SH1036,Kolkata,Delhi,Rail,2024-09-26,3,22,9,Fall,0.137,8.44,2.89,0.971,19,Major Delay,1464.2618468283217,Machinery,0,1,1,0,Short,3.28915
SH1037,Frankfurt,Berlin,Rail,2024-08-16,1,1,8,Summer,0.413,0.72,0.18,0.911,0,On-Time,6512.169706771355,Textiles,1,0,0,0,Short,0.36584999999999995
SH1038,Rotterdam,New York,Maritime,2024-02-05,12,18,2,Winter,0.23,4.13,1.52,0.718,6,Major Delay,13011.55607258575,Machinery,1,1,0,0,Medium,1.7355
SH1039,Mumbai,Felixstowe,Maritime,2024-06-25,18,25,6,Summer,0.249,6.31,1.55,0.817,7,Major Delay,5729.741531510925,Textiles,1,1,0,0,Long,2.3760499999999998
SH1040,Frankfurt,Berlin,Rail,2024-02-23,1,1,2,Winter,0.418,3.99,0.04,0.848,0,On-Time,7473.402650636089,Food,1,0,0,0,Short,1.3286000000000002
SH1041,Delhi,Mumbai,Rail,2024-06-20,2,12,6,Summer,0.202,7.24,0.37,0.888,10,Major Delay,47042.0206278625,Machinery,1,1,0,0,Short,2.3329
SH1042,Shenzhen,Long Beach,Maritime,2024-09-10,16,16,9,Fall,0.385,2.55,0.46,0.709,0,On-Time,35568.646942201936,Textiles,0,0,0,0,Medium,1.02975
SH1043,Kolkata,Delhi,Rail,2024-04-03,3,11,4,Spring,0.058,8.47,1.15,0.787,8,Major Delay,8928.545473295802,Chemicals,0,1,0,0,Short,2.89335
SH1044,Chennai,Bangalore,Rail,2024-04-04,1,1,4,Spring,0.314,1.6,1.44,0.726,0,On-Time,18481.68674338948,Textiles,0,0,0,0,Short,0.9712999999999999
SH1045,Shenzhen,Long Beach,Maritime,2024-09-17,16,20,9,Fall,0.587,4.81,1.0,0.911,4,Major Delay,53539.30773003107,Machinery,0,1,0,0,Medium,1.8326499999999997
SH1046,Hamburg,Charleston,Maritime,2024-03-06,13,18,3,Spring,0.185,5.28,0.1,0.627,5,Major Delay,9102.367487747657,Textiles,0,1,0,1,Medium,1.73925
SH1047,Frankfurt,Berlin,Rail,2024-01-27,1,5,1,Winter,0.185,2.89,0.09,0.596,4,Major Delay,5806.509629092507,Food,1,0,0,1,Short,1.0275
SH1048,Rotterdam,New York,Maritime,2024-06-25,12,15,6,Summer,0.244,4.61,0.74,0.923,3,Minor Delay,44397.2525613798,Food,1,1,0,0,Medium,1.63605
SH1049,Chennai,Bangalore,Rail,2024-03-04,1,1,3,Spring,0.312,3.82,0.38,0.602,0,On-Time,2492.924580431837,Food,0,0,0,1,Short,1.4028999999999998
SH1050,Frankfurt,Berlin,Rail,2024-03-07,1,1,3,Spring,0.098,2.03,0.15,0.852,0,On-Time,335267.47793664236,Food,0,0,0,0,Short,0.7030999999999998
SH1051,Delhi,Mumbai,Rail,2024-07-17,2,2,7,Summer,0.053,2.37,1.63,0.884,0,On-Time,38072.33505838587,Machinery,1,0,0,0,Short,1.1581
SH1052,Paris,Lyon,Rail,2024-02-29,1,2,2,Winter,0.565,4.5,1.29,0.989,1,Minor Delay,91849.38371895975,Textiles,1,1,0,0,Short,1.78825
SH1053,Frankfurt,Berlin,Rail,2024-07-16,1,2,7,Summer,0.579,2.06,2.26,0.609,1,Minor Delay,1502.3284007040102,Chemicals,1,0,1,1,Short,1.39655
SH1054,Paris,Lyon,Rail,2024-06-23,1,8,6,Summer,0.403,7.04,0.11,0.727,7,Major Delay,6840.959557495316,Textiles,1,1,0,0,Short,2.28835
SH1055,Hamburg,Charleston,Maritime,2024-07-12,13,21,7,Summer,0.352,4.65,0.19,0.557,8,Major Delay,16884.626425592163,Electronics,1,1,0,1,Medium,1.62365
SH1056,Shenzhen,Long Beach,Maritime,2024-01-14,16,16,1,Winter,0.389,2.5,0.36,0.746,0,On-Time,23205.715199944374,Machinery,1,0,0,0,Medium,0.9813
SH1057,Shenzhen,Long Beach,Maritime,2024-01-22,16,16,1,Winter,0.364,0.67,0.77,0.933,0,On-Time,45103.775203446035,Machinery,1,0,0,0,Medium,0.48305000000000003
SH1058,Mumbai,Felixstowe,Maritime,2024-09-05,18,23,9,Fall,0.401,4.0,0.16,0.514,5,Major Delay,169880.61438015534,Chemicals,0,0,0,1,Long,1.4417
SH1059,Shanghai,Los Angeles,Maritime,2024-03-23,14,14,3,Spring,0.246,3.73,0.91,0.76,0,On-Time,101091.84898751759,Electronics,0,0,0,0,Medium,1.4557
SH1060,Shenzhen,Long Beach,Maritime,2024-02-27,16,16,2,Winter,0.135,2.25,0.19,0.848,0,On-Time,58456.290103681065,Food,1,0,0,0,Medium,0.7875
SH1061,Frankfurt,Berlin,Rail,2024-04-04,1,11,4,Spring,0.223,7.33,1.24,0.861,10,Major Delay,130284.61355838974,Machinery,0,1,0,0,Short,2.5883499999999997
SH1062,Hamburg,Charleston,Maritime,2024-08-04,13,13,8,Summer,0.564,1.68,1.02,0.771,0,On-Time,5670.957078724607,Machinery,1,0,0,0,Medium,0.92905
SH1063,Delhi,Mumbai,Rail,2024-01-05,2,4,1,Winter,0.363,4.55,1.08,0.951,2,Minor Delay,19447.192688790692,Electronics,1,1,0,0,Short,1.71985
SH1064,Delhi,Mumbai,Rail,2024-05-21,2,16,5,Spring,0.335,10.61,3.41,0.628,14,Major Delay,29630.90140036376,Chemicals,0,1,1,1,Short,4.1955
SH1065,Kolkata,Delhi,Rail,2024-05-05,3,3,5,Spring,0.153,3.16,0.03,0.766,0,On-Time,765.3341642404729,Machinery,0,0,0,0,Short,1.0446
SH1066,Chennai,Bangalore,Rail,2024-04-09,1,1,4,Spring,0.053,0.64,1.44,0.702,0,On-Time,100681.82552519378,Electronics,0,0,0,0,Short,0.6371
SH1067,Delhi,Mumbai,Rail,2024-04-21,2,2,4,Spring,0.111,2.32,1.14,0.619,0,On-Time,21711.813365444228,Electronics,0,0,0,1,Short,1.09845
SH1068,Paris,Lyon,Rail,2024-07-11,1,3,7,Summer,0.469,1.07,2.05,0.739,2,Minor Delay,12716.280567244796,Food,1,0,1,0,Short,0.99255
SH1069,Shenzhen,Long Beach,Maritime,2024-06-01,16,24,6,Summer,0.386,7.9,0.14,0.829,8,Major Delay,466990.52588456846,Food,1,1,0,0,Medium,2.52495
SH1070,Rotterdam,New York,Maritime,2024-04-23,12,20,4,Spring,0.156,5.79,1.34,0.993,8,Major Delay,3365.36852956533,Chemicals,0,1,0,0,Medium,2.1049499999999997
SH1071,Mumbai,Felixstowe,Maritime,2024-02-29,18,26,2,Winter,0.426,7.12,0.32,0.818,8,Major Delay,23321.689940182267,Food,1,1,0,0,Long,2.3467000000000002
SH1072,Frankfurt,Berlin,Rail,2024-10-26,1,1,10,Fall,0.233,3.26,0.04,0.901,0,On-Time,9894.207184163757,Electronics,0,0,0,0,Short,1.05935
SH1073,Paris,Lyon,Rail,2024-09-27,1,1,9,Fall,0.153,1.4,0.24,0.711,0,On-Time,21115.22529735725,Chemicals,0,0,0,0,Short,0.58285
SH1074,Shenzhen,Long Beach,Maritime,2024-01-02,16,16,1,Winter,0.462,1.72,0.07,0.895,0,On-Time,16616.619780235014,Food,1,0,0,0,Medium,0.65215
SH1075,Frankfurt,Berlin,Rail,2024-10-04,1,1,10,Fall,0.31,1.23,0.28,0.909,0,On-Time,19040.51775138266,Electronics,0,0,0,0,Short,0.5237499999999999
SH1076,Kolkata,Delhi,Rail,2024-07-01,3,3,7,Summer,0.25,0.87,0.45,0.974,0,On-Time,75566.79016478267,Food,1,0,0,0,Short,0.43
SH1077,Mumbai,Felixstowe,Maritime,2024-01-09,18,18,1,Winter,0.617,3.0,1.29,0.933,0,On-Time,122271.74298295904,Electronics,1,0,0,0,Long,1.36265
SH1078,Kolkata,Delhi,Rail,2024-10-23,3,3,10,Fall,0.168,3.33,0.2,0.893,0,On-Time,1934.4877962504613,Electronics,0,0,0,0,Short,1.10935
SH1079,Hamburg,Charleston,Maritime,2024-02-03,13,19,2,Winter,0.348,4.38,0.99,0.546,6,Major Delay,85678.36252357102,Machinery,1,1,0,1,Medium,1.7446
SH1080,Rotterdam,New York,Maritime,2024-08-27,12,18,8,Summer,0.166,4.78,0.45,0.908,6,Major Delay,7870.0450277557,Electronics,1,1,0,0,Medium,1.6026999999999998
SH1081,Shenzhen,Long Beach,Maritime,2024-10-14,16,16,10,Fall,0.229,3.95,1.71,0.855,0,On-Time,179628.51987865224,Machinery,0,0,0,0,Medium,1.69455
SH1082,Frankfurt,Berlin,Rail,2024-02-10,1,1,2,Winter,0.34,3.19,1.07,0.637,0,On-Time,26551.87701504769,Chemicals,1,0,0,1,Short,1.3832499999999999
SH1083,Paris,Lyon,Rail,2024-06-05,1,1,6,Summer,0.329,2.62,0.37,0.908,0,On-Time,86472.72527666473,Chemicals,1,0,0,0,Short,0.9673
SH1084,Paris,Lyon,Rail,2024-09-19,1,1,9,Fall,0.37,1.67,0.83,0.842,0,On-Time,35782.26442859407,Machinery,0,0,0,0,Short,0.822
SH1085,Shenzhen,Long Beach,Maritime,2024-10-23,16,18,10,Fall,0.658,0.68,2.47,0.934,2,Minor Delay,109702.7327982869,Food,0,0,1,0,Medium,0.9696
SH1086,Rotterdam,New York,Maritime,2024-08-14,12,12,8,Summer,0.239,1.63,1.82,0.772,0,On-Time,44642.9020345968,Food,1,0,0,0,Medium,1.0488
SH1087,Kolkata,Delhi,Rail,2024-07-20,3,4,7,Summer,0.349,3.92,2.31,0.718,1,Minor Delay,84790.75546511082,Chemicals,1,0,1,0,Short,1.8938000000000001
SH1088,Frankfurt,Berlin,Rail,2024-09-09,1,1,9,Fall,0.456,1.21,0.36,0.679,0,On-Time,776.5061949722573,Textiles,0,0,0,1,Short,0.62445
SH1089,Chennai,Bangalore,Rail,2024-02-12,1,1,2,Winter,0.319,2.03,1.21,0.654,0,On-Time,14235.86677614524,Textiles,1,0,0,1,Short,1.0617999999999999
SH1090,Delhi,Mumbai,Rail,2024-02-01,2,11,2,Winter,0.083,5.29,1.9,0.762,9,Major Delay,14141.981238616801,Electronics,1,1,0,0,Short,2.1380999999999997
SH1091,Shenzhen,Long Beach,Maritime,2024-07-26,16,19,7,Summer,0.469,4.6,1.33,0.831,3,Minor Delay,120413.20055592552,Food,1,1,0,0,Medium,1.84855
SH1092,Frankfurt,Berlin,Rail,2024-10-13,1,1,10,Fall,0.38,2.12,0.46,0.697,0,On-Time,28515.928731643828,Food,0,0,0,1,Short,0.9027499999999999
SH1093,Mumbai,Felixstowe,Maritime,2024-06-30,18,18,6,Summer,0.324,1.45,1.9,0.798,0,On-Time,9630.677928244462,Chemicals,1,0,0,0,Long,1.0253
SH1094,Shanghai,Los Angeles,Maritime,2024-04-16,14,14,4,Spring,0.186,3.24,1.87,0.804,0,On-Time,1119.0207897828075,Food,0,0,0,0,Medium,1.5256999999999998
SH1095,Delhi,Mumbai,Rail,2024-08-27,2,2,8,Summer,0.467,2.46,0.48,0.703,0,On-Time,35801.995085855,Electronics,1,0,0,0,Short,1.02565
SH1096,Mumbai,Felixstowe,Maritime,2024-01-07,18,25,1,Winter,0.163,4.19,0.51,0.919,7,Major Delay,9316.722661048303,Textiles,1,1,0,0,Long,1.43735
SH1097,Frankfurt,Berlin,Rail,2024-06-26,1,7,6,Summer,0.305,5.31,1.82,0.882,6,Major Delay,5574.752471801558,Electronics,1,1,0,0,Short,2.1384999999999996
SH1098,Delhi,Mumbai,Rail,2024-02-27,2,2,2,Winter,0.322,2.5,0.01,0.828,0,On-Time,335728.0712582785,Electronics,1,0,0,0,Short,0.8599
SH1099,Frankfurt,Berlin,Rail,2024-06-02,1,11,6,Summer,0.604,4.68,2.48,0.94,10,Major Delay,7352.725931828721,Electronics,1,1,1,0,Short,2.1598
SH1100,Delhi,Mumbai,Rail,2024-02-12,2,5,2,Winter,0.593,5.34,0.93,0.628,3,Minor Delay,82664.42675750835,Chemicals,1,1,0,1,Short,2.0461
SH1101,Frankfurt,Berlin,Rail,2024-08-12,1,1,8,Summer,0.497,1.82,0.35,0.803,0,On-Time,93332.19174150431,Electronics,1,0,0,0,Short,0.7821500000000001
SH1102,Delhi,Mumbai,Rail,2024-10-22,2,8,10,Fall,0.292,5.54,2.32,0.969,6,Major Delay,1396872.313674954,Food,0,1,1,0,Short,2.30815
SH1103,Kolkata,Delhi,Rail,2024-01-25,3,3,1,Winter,0.257,3.57,0.05,0.848,0,On-Time,133412.51573206385,Chemicals,1,0,0,0,Short,1.1728999999999998
SH1104,Frankfurt,Berlin,Rail,2024-09-06,1,4,9,Fall,0.136,0.71,4.14,0.959,3,Minor Delay,43564.98940274898,Electronics,0,0,1,0,Short,1.28545
SH1105,Mumbai,Felixstowe,Maritime,2024-06-29,18,23,6,Summer,0.33,4.01,0.7,0.913,5,Major Delay,138612.47324936898,Chemicals,1,1,0,0,Long,1.4657499999999999
SH1106,Shanghai,Los Angeles,Maritime,2024-10-07,14,24,10,Fall,0.073,8.12,0.54,0.724,10,Major Delay,6229.399423465792,Machinery,0,1,0,0,Medium,2.6545999999999994
SH1107,Shenzhen,Long Beach,Maritime,2024-08-18,16,16,8,Summer,0.192,2.43,0.9,0.813,0,On-Time,511800.8269935758,Electronics,1,0,0,0,Medium,1.03915
SH1108,Shenzhen,Long Beach,Maritime,2024-04-09,16,16,4,Spring,0.255,0.54,1.09,0.867,0,On-Time,59444.154893915555,Textiles,0,0,0,0,Medium,0.51875
